ID,Video Duration,Video Publish Time,Days Since Publish,Day,Month,Year,Day of Week,Revenue per 1000 Views (USD),Monetized Playbacks (Estimate),Playback-Based CPM (USD),CPM (USD),Ad Impressions,Estimated AdSense Revenue (USD),DoubleClick Revenue (USD),YouTube Ads Revenue (USD),Watch Page Ads Revenue (USD),YouTube Premium (USD),Transaction Revenue (USD),Transactions,Revenue from Transactions (USD),Reactions,Chat Messages Count,Reminders Set,Stream Hours,Remix Views,Remix Count,Subscribers from Posts,New Comments,Shares,Like Rate (%),Dislikes,Likes,Unsubscribes,New Subscribers,Returned Items (USD),Unconfirmed Commissions (USD),Approved Commissions (USD),Orders,Total Sales Volume (USD),End Screen Click-Through Rate (%),End Screen Impressions,End Screen Clicks,Teaser Click-Through Rate (%),Teaser Impressions,Teaser Clicks,Card Click-Through Rate (%),Card Impressions,Card Clicks,Views per Playlist Start,Playlist Views,Playlist Watch Time (hours),Clip Watch Time (hours),Clip Views,YouTube Premium Watch Time (hours),YouTube Premium Views,Returning Viewers,New Viewers,Average Views per User,Unique Viewers,Watched (Not Skipped) (%),Feed Impressions,Average View Percentage (%),Average View Duration,Views,Watch Time (hours),Subscribers,Estimated Revenue (USD),Impressions,Video Thumbnail CTR (%)
205,547,04-06-2018 00:00,6,4,6,2018,Monday,0.001,60,1.233,1.072,69,0.041,0,0.074,0.041,0.208,0,0,0,0,0,0,0,0,0,0,480,263,97.79,158,7002,37,381,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2.5,20,0.9681,0,0,126.8137,1548,0,0,0,0,0,0,53.57,293,217969,17775.3722,344,0.248,1686300,9.51
206,565,10-06-2018 00:00,6,10,6,2018,Sunday,0.001,91,1.264,1.139,101,0.063,0,0.115,0.063,0.378,0,0,0,0,0,0,0,0,0,0,514,533,98.36,176,10575,47,802,0,0,0,0,0,2.4,125,3,0,0,0,0,0,0,2,154,11.6263,0.0071,2,201.2651,2464,0,0,0,0,0,0,51.14,289,313713,25225.1342,755,0.441,2705997,8.55
207,384,18-06-2018 00:00,8,18,6,2018,Monday,0,1,4,4,1,0.002,0,0.004,0.002,0.016,0,0,0,0,0,0,0,0,0,0,748,419,97.79,194,8579,31,560,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1.913,44,1.5752,0,0,59.7199,1165,0,0,0,0,0,0,52.03,200,210741,11726.0393,529,0.018,1812628,8.96
208,449,24-06-2018 00:00,6,24,6,2018,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,209,97.5,146,5686,30,279,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0.0078,0,0,44.1207,813,0,0,0,0,0,0,47.23,212,114060,6734.1622,249,0,1052516,8.19
209,532,30-06-2018 00:00,6,30,6,2018,Saturday,0,3,3.333,3.333,3,0.005,0,0.01,0.005,0.071,0,0,0,0,0,0,0,0,0,0,733,389,98.16,178,9510,42,683,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1.9714,69,3.9562,0,0,142.2533,1853,0,0,0,0,0,0,49.25,262,242723,17698.4242,641,0.076,2143202,8.24
210,490,08-07-2018 00:00,8,8,7,2018,Sunday,0,5,1.6,1.333,6,0.004,0,0.008,0.004,0.046,0,0,0,0,0,0,0,0,0,0,498,443,98.56,127,8682,39,441,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2.4,12,0.8592,0,0,108.0707,1506,0,0,0,0,0,0,50.03,245,181294,12371.5326,402,0.05,1366690,10.14
211,530,13-07-2018 00:00,5,13,7,2018,Friday,0.075,27616,1.676,1.35,34290,25.464,0,46.283,25.464,0.747,0,0,0,0,0,0,0,0,0,0,547,322,97.38,306,11366,53,807,0,0,0,0,0,0,101,0,0,0,0,0,0,0,2.3243,172,12.0468,0,0,266.7253,3982,0,0,0,0,0,0,43.99,233,349855,22658.8272,754,26.212,2684377,10.26
212,595,18-07-2018 00:00,5,18,7,2018,Wednesday,0.098,26685,1.973,1.442,36525,28.97,0,52.653,28.97,0.77,0,0,0,0,0,0,0,0,0,0,998,481,98.27,247,14008,44,778,0,0,0,0,0,0,95,0,0,0,0,0,0,0,2.8333,68,6.0539,0.0334,4,272.9178,3624,0,0,0,0,0,0,44.74,266,304728,22534.9871,734,29.74,2127431,11.14
213,477,26-07-2018 00:00,8,26,7,2018,Thursday,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,586,295,97.55,182,7252,37,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8889,17,0.6109,0.0774,14,78.3189,1419,0,0,0,0,0,0,41.71,199,164941,9152.5871,357,0.035,1294874,9.77
214,413,01-08-2018 00:00,6,1,8,2018,Wednesday,0.002,321,1.355,1.268,343,0.239,0,0.435,0.239,0.09,0,0,0,0,0,0,0,0,0,0,488,206,98.31,111,6462,26,199,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1.5,3,0.2096,0,0,84.1056,1391,0,0,0,0,0,0,52.58,217,143168,8635.7704,173,0.33,1182008,9.2
215,476,07-08-2018 00:00,6,7,8,2018,Tuesday,0,2,4,2.667,3,0.005,0,0.008,0.005,0.051,0,0,0,0,0,0,0,0,0,0,493,239,97.61,181,7389,32,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,0.1289,0.0101,2,90.0009,1347,0,0,0,0,0,0,49.59,236,138467,9078.7877,352,0.055,1165241,9.06
216,557,12-08-2018 00:00,5,12,8,2018,Sunday,0,1,2,2,1,0.001,0,0.002,0.001,0.063,0,0,0,0,0,0,0,0,0,0,485,305,97.67,197,8252,27,460,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2.1,21,1.5471,0,0,127.4035,1833,0,0,0,0,0,0,42.58,237,200648,13243.0215,433,0.064,1641447,9.3
217,591,17-08-2018 00:00,5,17,8,2018,Friday,0.001,3,2.667,2,4,0.004,0,0.008,0.004,0.179,0,0,0,0,0,0,0,0,0,0,514,331,97.39,236,8802,34,502,0,0,0,0,0,7.69,13,1,0,0,0,0,0,0,2.0909,23,1.6841,0,0,150.5207,2028,0,0,0,0,0,0,43.01,254,215640,15253.0029,468,0.184,1703079,9.62
218,409,22-08-2018 00:00,5,22,8,2018,Wednesday,0.001,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,596,247,97.52,240,9451,30,549,0,0,0,0,0,0,51,0,0,0,0,0,0,0,2.5,35,2.2469,0,0,129.5266,2123,0,0,0,0,0,0,52.52,215,223560,13371.6636,519,0.129,1742986,9.77
219,447,28-08-2018 00:00,6,28,8,2018,Tuesday,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,700,254,97.44,229,8706,37,325,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1.6364,18,0.8986,0,0,98.4405,1733,0,0,0,0,0,0,44.92,201,188152,10516.8734,288,0.067,1303350,10.94
220,357,02-09-2018 00:00,5,2,9,2018,Sunday,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,664,384,95.27,531,10691,117,1043,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1.5161,47,1.7034,0,0,99.7113,1907,0,0,0,0,0,0,51.29,183,208641,10641.2449,926,0.077,1449319,11.12
221,590,09-09-2018 00:00,7,9,9,2018,Sunday,0.001,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,1064,559,95.69,518,11497,99,919,0,0,0,0,0,0,42,0,0,0,0,0,0,0,1.6757,62,4.779,0,0,169.911,2223,0,0,0,0,0,0,45.61,269,238001,17821.8656,820,0.134,1974255,9.16
222,589,16-09-2018 00:00,7,16,9,2018,Sunday,0.002,2,0.5,0.5,2,0,0,0.001,0,0.426,0,0,0,0,0,0,0,0,0,0,671,602,96.62,326,9310,56,448,0,0,0,0,0,0,104,0,0,0,0,0,0,0,1.5,24,1.7773,0,0,172.4993,2099,0,0,0,0,0,0,47.68,281,211192,16529.8184,392,0.426,1654723,9.54
223,490,23-09-2018 00:00,7,23,9,2018,Sunday,0.001,2,1.5,1.5,2,0.002,0,0.003,0.002,0.179,0,0,0,0,0,0,0,0,0,0,489,283,95.69,391,8677,64,405,0,0,0,0,0,0,54,0,0,0,0,0,0,0,4,20,1.1949,0.0201,7,131.2935,1968,0,0,0,0,0,0,48.62,238,216277,14312.4478,341,0.181,1601424,10.29
224,396,30-09-2018 00:00,7,30,9,2018,Sunday,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,445,200,96.54,255,7119,38,331,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5.5,11,0.3729,0,0,76.8477,1271,0,0,0,0,0,0,53.47,212,167533,9903.597,293,0.049,1272411,9.97
225,447,08-10-2018 00:00,8,8,10,2018,Monday,0.001,1,1,1,1,0,0,0.001,0,0.129,0,0,0,0,0,0,0,0,0,0,429,212,97.78,155,6823,50,348,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2.5,5,0.1389,0,0,79.9159,1224,0,0,0,0,0,0,52.39,234,152129,9895.3857,298,0.129,1214582,9.47
226,657,16-10-2018 00:00,8,16,10,2018,Tuesday,0,2,0.5,1,1,0,0,0.001,0,0.022,0,0,0,0,0,0,0,0,0,0,806,285,98.29,156,8966,52,311,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1.375,11,0.6082,0,0,100.3695,1333,0,0,0,0,0,0,42.79,281,169091,13205.3184,259,0.022,1440136,8.98
227,582,22-10-2018 00:00,6,22,10,2018,Monday,0.001,1,1,1,1,0,0,0.001,0,0.291,0,0,0,0,0,0,0,0,0,0,725,953,98.62,160,11410,58,792,0,0,0,0,0,3.7,2840,105,0,0,0,0,0,0,1.6939,83,7.2312,0.1403,18,175.4845,2244,0,0,0,0,0,0,48.43,282,261496,20544.623,734,0.291,1955143,10.07
228,639,30-10-2018 00:00,8,30,10,2018,Tuesday,0.154,100566,1.818,1.392,131335,100.564,0,182.796,100.564,2.553,0,0,0,0,0,0,0,0,0,0,1188,4190,98.35,456,27222,143,3681,0,0,0,0,0,5.04,22723,1146,1.91,34134,653,5.21,768,40,1.3473,1222,108.9284,1.0777,71,622.9367,8633,0,0,0,0,0,0,42.11,269,670990,50228.5439,3538,103.117,12702263,4.11
229,437,07-11-2018 00:00,8,7,11,2018,Wednesday,0.078,27168,1.677,1.371,33226,25.063,0,45.552,25.063,0.887,0,0,0,0,0,0,0,0,0,0,543,488,98.44,205,12922,57,618,0,0,0,0,0,5.73,12521,717,0,0,0,0,0,0,2.4634,101,7.2486,0.171,21,250.3268,3832,0,0,0,0,0,0,53.77,235,330893,21646.3008,561,25.95,2530985,10.2
230,546,14-11-2018 00:00,7,14,11,2018,Wednesday,0.001,2,1,1,2,0.001,0,0.002,0.001,0.341,0,0,0,0,0,0,0,0,0,0,471,602,98.5,148,9693,39,514,0,0,0,0,0,0.83,120,1,0,0,0,0,0,0,1.8095,38,2.3301,0.2716,12,167.8258,2088,0,0,0,0,0,0,51.83,283,230848,18147.3041,475,0.343,1754456,9.9
231,680,24-11-2018 00:00,10,24,11,2018,Saturday,0.072,24655,1.97,1.41,34434,26.718,0,48.562,26.718,1.352,0,0,0,0,0,0,0,0,0,0,469,891,98.36,238,14274,79,1146,0,0,0,0,0,4.04,11165,451,0,0,0,0,0,0,2.1453,251,25.4757,0.2129,23,417.1332,4549,0,0,0,0,0,0,47.47,323,391705,35176.2125,1067,28.071,3598719,8.34
232,435,04-12-2018 00:00,10,4,12,2018,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,784,98,293,14349,47,1813,0,0,0,0,0,3.03,165,5,0,0,0,0,0,0,1.6164,118,8.0284,0,0,197.7127,2926,0,0,0,0,0,0,54.21,236,290716,19088.0018,1766,0,2075568,10.68
233,485,14-12-2018 00:00,10,14,12,2018,Friday,0.056,13129,1.864,1.407,17395,13.462,0,24.469,13.462,0.654,0,0,0,0,0,0,0,0,0,0,505,646,98.4,185,11402,53,513,0,0,0,0,0,1.2,333,4,0,0,0,0,0,0,2.3636,26,1.9794,0.1249,17,210.7382,2846,0,0,0,0,100,1,53.64,260,250995,18166.1751,460,14.116,1793380,10.68
234,437,23-12-2018 00:00,9,23,12,2018,Sunday,0.001,1,3,3,1,0.002,0,0.003,0.002,0.286,0,0,0,0,0,0,0,0,0,0,703,674,96.95,358,11363,74,655,0,0,0,0,0,0.83,240,2,0,0,0,0,0,0,1.4706,25,1.4168,0,0,149.1415,2282,0,0,0,0,0,0,51.07,223,225651,14020.3652,581,0.287,1739463,9.95
235,1318,31-12-2018 00:00,8,31,12,2018,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,1094,97.48,450,17415,91,965,0,0,0,0,0,1.76,11295,199,0,0,0,0,0,0,2.5522,171,27.0796,0.6616,45,681.9634,5144,0,0,0,0,0,0,32.55,429,372225,44452.6105,874,0,4468173,6.3
236,498,11-01-2019 00:00,11,11,1,2019,Friday,0.002,2,1,1,2,0.001,0,0.002,0.001,0.443,0,0,0,0,0,0,0,0,0,0,431,554,97.29,334,11978,77,763,0,0,0,0,0,1.26,238,3,0,0,0,0,0,0,2.0833,50,4.1869,0,0,220.8317,2814,0,0,0,0,0,0,53.99,269,259918,19451.2046,686,0.444,1874055,10.54
237,638,21-01-2019 00:00,10,21,1,2019,Monday,0.05,11060,1.705,1.311,14378,10.375,0,18.856,10.375,0.615,0,0,0,0,0,0,0,0,0,0,455,403,97.99,214,10429,62,540,0,0,0,0,0,0,120,0,0,0,0,0,0,0,2.1,21,1.4517,0.0759,15,207.7028,2681,0,0,0,0,0,0,42.17,269,220024,16467.8346,478,10.99,1955883,8.75
238,809,30-01-2019 00:00,9,30,1,2019,Wednesday,0.035,4820,2.024,1.615,6038,5.367,0,9.754,5.367,0.13,0,0,0,0,0,0,0,0,0,0,539,512,97.16,215,7355,45,522,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1.2266,2642,79.2261,0,0,98.9294,1460,0,0,0,0,0,0,28.42,230,155912,9983.27,477,5.497,1580228,7.21
239,467,05-02-2019 00:00,6,5,2,2019,Tuesday,0.052,14412,1.666,1.298,18504,13.213,0,24.014,13.213,0.702,0,0,0,0,0,0,0,0,0,0,462,436,97.49,281,10932,65,791,0,0,0,0,0,0.47,429,2,0,0,0,0,0,0,1.4667,44,2.7087,0.009,2,230.1521,3322,0,0,0,0,0,0,50.72,237,269294,17755.9718,726,13.915,2120478,9.94
240,545,17-02-2019 00:00,12,17,2,2019,Sunday,0.07,26310,1.811,1.374,34689,26.216,0,47.65,26.216,1.359,0,0,0,0,0,0,0,0,0,0,582,1379,98.65,224,16430,77,1107,0,0,0,0,0,4.75,11654,554,0,0,0,0,0,0,1.8373,305,25.4328,0.7218,72,403.6217,5282,0,0,0,0,0,0,48.64,265,396276,29229.6121,1030,27.575,3371682,9.19
241,463,10-03-2019 00:00,21,10,3,2019,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,373,98.09,193,9918,81,427,0,0,0,0,0,2.78,216,6,0,0,0,0,0,0,1.75,28,1.5375,0.0169,6,228.2203,3167,0,0,0,0,0,0,54.05,250,223655,15583.9773,346,0,1527260,11.41
242,512,01-04-2019 00:00,22,1,4,2019,Monday,0.006,535,1.54,1.401,588,0.453,0,0.824,0.453,0.313,0,0,0,0,0,0,0,0,0,0,528,538,98.72,115,8895,54,285,0,0,0,0,0,0.69,144,1,0,0,0,0,0,0,1.5,3,0.1519,0.0024,1,98.9554,1287,0,0,0,0,0,0,53.94,276,121386,9330.6144,231,0.767,915511,10.22
243,534,22-04-2019 00:00,21,22,4,2019,Monday,0.002,39,1.051,0.953,43,0.023,0,0.041,0.023,0.254,0,0,0,0,0,0,0,0,0,0,352,222,98.38,146,8888,53,308,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1.6667,5,0.4089,0,0,106.4013,1433,0,0,0,0,0,0,48.88,261,151469,11022.5998,255,0.277,1222309,9.62
244,588,19-05-2019 00:00,27,19,5,2019,Sunday,0.088,14763,2.098,1.472,21034,17.038,0,30.968,17.038,0.686,0,0,0,0,0,0,0,0,0,0,361,372,97.79,245,10856,87,382,0,0,0,0,0,0.94,318,3,0,0,0,0,0,0,2.8,14,1.1346,0.0702,16,191.0276,2495,0,0,0,0,0,0,45.22,266,202049,14971.5022,295,17.725,1543160,10.3
245,534,04-06-2019 00:00,16,4,6,2019,Tuesday,0.071,21479,1.867,1.396,28719,22.058,0,40.093,22.058,1.343,0,0,0,0,0,0,0,0,0,0,484,432,97.74,297,12871,88,959,0,0,0,0,0,4.99,15943,796,0,0,0,0,0,0,2.303,76,5.2564,0.6259,34,341.074,4420,0,0,0,0,0,0,49.59,265,327178,24111.4171,871,23.401,3192708,8.12
246,615,29-06-2019 00:00,25,29,6,2019,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,334,98.08,230,11743,74,568,0,0,0,0,0,0,120,0,0,0,0,0,0,0,1.75,21,1.1339,0.0574,10,298.8544,3429,0,0,0,0,0,0,49.28,303,228563,19251.7181,494,0,1708735,10.5
247,545,19-07-2019 00:00,20,19,7,2019,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,348,97.86,252,11551,102,803,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1.6667,5,0.3282,0,0,212.5464,2802,0,0,0,0,0,0,49.17,268,192874,14408.8817,701,0,1353680,11.24
248,613,12-08-2019 00:00,24,12,8,2019,Monday,0.17,39607,1.888,1.407,53131,41.135,0,74.768,41.135,1.383,0,0,0,0,0,0,0,0,0,0,350,314,98.22,202,11131,69,596,0,0,0,0,0,1.25,399,5,0,0,0,0,0,0,2,22,1.892,0.0363,10,322.9411,3758,0,0,0,0,0,0,49.27,302,249471,20964.2582,527,42.518,2148645,9.24
249,797,09-09-2019 00:00,28,9,9,2019,Monday,0.021,4003,1.579,1.29,4901,3.479,0,6.322,3.479,0.934,0,0,0,0,0,0,0,0,0,0,1234,656,99.14,170,19610,77,1197,0,0,0,0,0,1.32,303,4,0,0,0,0,0,0,2.6667,16,1.6267,0.0273,5,269.8831,2735,0,0,0,0,0,0,43.8,349,207817,20200.8877,1120,4.413,1867363,8.42
250,545,30-09-2019 00:00,21,30,9,2019,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,564,98.64,150,10905,73,567,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1.3125,21,1.1358,0.1236,15,209.6623,2857,0,0,0,0,0,0,46.46,253,186472,13114.9264,494,0,1345026,10.98
251,648,24-10-2019 00:00,24,24,10,2019,Thursday,0.234,78246,1.813,1.177,120552,78.05,0,141.872,78.05,2.215,0,0,0,0,0,0,0,0,0,0,502,799,98.56,248,16989,86,1523,0,0,0,0,0,4.19,16142,677,0,0,0,0,0,0,2.1273,117,11.0958,0.0534,18,497.0235,5545,0,0,0,0,0,0,47.68,309,343319,29472.8248,1437,80.265,2926780,9.34
252,602,17-11-2019 00:00,24,17,11,2019,Sunday,0.003,2,2,2,2,0.002,0,0.004,0.002,0.359,0,0,0,0,0,0,0,0,0,0,309,360,98.79,96,7810,72,180,0,0,0,0,0,0,229,0,0,0,0,0,0,0,2,4,0.3418,0,0,145.4697,1656,0,0,0,0,0,0,52.18,314,112983,9874.8711,108,0.362,774712,11.39
253,598,14-12-2019 00:00,27,14,12,2019,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,572,99.01,94,9397,51,376,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,2,0.0887,0,0,236.6085,2896,0,0,0,0,0,0,49.64,297,137281,11339.8539,325,0,1114615,9.97
254,501,12-01-2020 00:00,29,12,1,2020,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,238,98.94,95,8891,51,183,0,0,0,0,0,0,115,0,0,0,0,0,0,0,1.5,3,0.1508,0,0,218.4762,2906,0,0,0,0,0,0,52.13,261,138645,10057.4768,132,0,992646,11.49
255,480,25-01-2020 00:00,13,25,1,2020,Saturday,0.168,43861,1.414,1.193,51986,34.118,0,62.014,34.118,1.081,0,0,0,0,0,0,0,0,0,0,259,449,98.8,145,11931,73,504,0,0,0,0,0,0.86,348,3,0,0,0,0,0,0,1.6667,10,0.6356,0.0323,9,278.6412,4197,0,0,0,0,0,0,48.95,235,209530,13702.5813,431,35.2,1441799,12.07
256,497,25-02-2020 00:00,31,25,2,2020,Tuesday,0.164,29794,1.387,1.182,34969,22.739,0,41.334,22.739,0.719,0,0,0,0,0,0,0,0,0,0,989,313,98.54,149,10022,66,321,0,0,0,0,0,0.65,154,1,0,0,0,0,0,0,1,3,0.0352,0.1495,7,198.293,2840,0,0,0,0,0,0,50.13,249,142820,9903.9793,255,23.458,1137722,10.4
257,1008,23-03-2020 00:00,27,23,3,2020,Monday,0.348,81084,1.819,1.227,120182,81.141,0,147.523,81.141,2.838,0,0,0,0,0,0,0,0,0,0,1182,706,98.97,155,14894,64,1189,0,0,0,0,0,1.07,12138,130,0,0,0,0,0,0,3.1813,579,71.7635,0.0749,12,485.7859,4434,0,0,0,0,0,0,37.51,378,241060,25370.5451,1125,83.979,2350513,8.38
258,1072,22-04-2020 00:00,30,22,4,2020,Wednesday,0.037,6298,1.374,1.256,6889,4.762,0,8.655,4.762,2.498,0,0,0,0,0,0,0,0,0,0,483,817,98.78,157,12680,61,455,0,0,0,0,0,0,136,0,0,0,0,0,0,0,2.789,608,91.8347,0.0927,14,464.901,3565,0,0,0,0,0,0,41.32,443,197294,24321.5906,394,7.26,1368002,11.53
259,1057,22-05-2020 00:00,30,22,5,2020,Friday,0.033,5018,1.366,1.247,5497,3.772,0,6.857,3.772,2.311,0,0,0,0,0,0,0,0,0,0,765,500,98.89,155,13771,86,338,0,0,0,0,0,3.91,13719,537,0,0,0,0,0,0,3.414,536,83.9071,0,0,429.9559,3221,0,0,0,0,0,0,44.28,468,181882,23667.0084,252,6.083,1500420,9.31
260,1100,21-06-2020 00:00,30,21,6,2020,Sunday,0.205,44690,2.392,1.557,68655,58.819,0,106.915,58.819,3.228,0,0,0,0,0,0,0,0,0,0,474,735,98.89,170,15086,122,988,0,0,0,0,0,2.76,24852,687,1.02,34543,352,12.08,629,76,2.8796,622,91.7575,0.5177,62,788.4673,6092,0,0,0,0,0,0,41.09,452,302999,38104.2154,866,62.047,3167122,7.55
261,1038,12-07-2020 00:00,21,12,7,2020,Sunday,0.003,0,0,0,0,0,0,0,0,0.484,0,0,0,0,0,0,0,0,0,0,544,828,99.11,113,12571,78,470,0,0,0,0,0,3.04,7203,219,2.01,10970,220,12.72,393,50,2.8918,668,97.4265,0.2047,18,371.6812,2984,0,0,0,0,0,0,41.61,432,151119,18162.2041,392,0.484,1041683,11.43
262,605,19-08-2020 00:00,38,19,8,2020,Wednesday,0.027,3340,1.696,1.523,3719,3.115,0,5.663,3.115,0.849,0,0,0,0,0,0,0,0,0,0,573,241,98.69,143,10742,86,401,0,0,0,0,0,3.74,21725,812,2.59,17865,462,18.29,645,118,1.7406,1107,100.3463,0,0,241.6407,2745,0,0,0,0,0,0,49.41,299,146493,12204.5444,315,3.964,1076317,10.32
263,530,16-09-2020 00:00,28,16,9,2020,Wednesday,0.017,1516,1.626,1.524,1617,1.357,0,2.465,1.357,0.426,0,0,0,0,0,0,0,0,0,0,384,185,99.14,76,8803,52,133,0,0,0,0,0,4.26,58078,2473,0.96,19443,186,15.36,358,55,2.3238,811,69.3624,0,0,179.3504,2247,0,0,0,0,0,0,54.01,286,102769,8187.4587,81,1.782,689490,11.23
264,663,20-09-2020 00:00,4,20,9,2020,Sunday,0.003,0,0,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,0,294,254,98.94,89,8300,39,175,0,0,0,0,0,4.61,23448,1080,4.3,39245,1688,16.82,2229,375,3.0523,525,57.2643,0,0,193.5084,1944,0,0,0,0,0,0,52.51,348,89916,8694.783,136,0.255,614352,10.57
265,519,27-10-2020 00:00,37,27,10,2020,Tuesday,0.026,3997,1.265,1.192,4241,2.785,0,5.057,2.785,1.653,0,0,0,0,0,0,0,0,0,0,342,1520,99.16,107,12617,43,471,0,0,0,0,0,5.13,141424,7258,2.76,57501,1586,8.85,2102,186,1.9448,916,87.8718,0.6675,63,314.777,3741,0,0,0,0,100,1,56.62,294,170779,13965.0125,428,4.438,1202393,11.12
266,691,10-11-2020 00:00,14,10,11,2020,Tuesday,0.174,43839,1.503,1.211,54395,36.254,0,65.894,36.254,1.747,0,0,0,0,0,0,0,0,0,0,290,276,98.69,173,12992,81,1154,0,0,0,0,0,4.17,33380,1393,1.99,151143,3005,6.17,5964,368,2.2404,699,73.4923,0.0734,13,483.6445,5042,0,0,0,0,0,0,48.2,333,218899,20251.1633,1073,38.001,1990630,8.82
267,626,03-12-2020 00:00,23,3,12,2020,Thursday,0.037,3568,1.521,1.349,4021,2.986,0,5.426,2.986,0.75,0,0,0,0,0,0,0,0,0,0,251,293,99,80,7951,42,262,0,0,0,0,0,3.7,18885,699,1.55,39319,608,7.26,895,65,1.9619,773,72.8237,0.0397,10,225.0559,2292,0,0,0,0,0,0,54.01,338,102047,9583.1926,220,3.736,916351,8.57
268,767,30-12-2020 00:00,27,30,12,2020,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,341,99.38,45,7259,33,159,0,0,0,0,0,3.92,15905,624,1.74,36302,632,2.3,784,18,1.2991,721,69.4083,0.2045,1,276.0453,2461,0,0,0,0,0,0,50.7,389,83862,9070.1005,126,0,732581,8.23
269,791,08-01-2021 00:00,9,8,1,2021,Friday,0.016,0,0,0,0,0,0,0,0,1.935,0,0,0,0,0,0,0,0,0,0,434,1390,99.06,93,9845,41,310,0,0,0,0,0,8.95,73987,6621,2.94,26257,771,9.83,1017,100,2.5929,1019,122.3613,0.1751,19,311.8663,3076,0,0,0,0,0,0,46.25,366,119744,12197.1517,269,1.935,1089283,8.55
270,1723,20-01-2021 00:00,12,20,1,2021,Wednesday,0.286,12388,1.617,1.162,17246,11.022,0,20.033,11.022,0.862,0,0,0,0,0,0,0,0,0,0,198,56,97.83,78,3520,23,115,0,0,0,0,0,0.73,6022,44,0.76,3546,27,1.85,108,2,6.0686,619,105.0959,0,0,135.1022,1119,0,0,0,0,0,0,22.93,395,41517,4558.4979,92,11.884,549976,5.5
271,547,31-01-2021 00:00,11,31,1,2021,Sunday,0.302,14727,1.676,1.214,20328,13.58,0,24.681,13.58,0.596,0,0,0,0,0,0,0,0,0,0,437,57,98.22,101,5578,24,96,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4.0654,435,41.5382,0,0,97.3318,1222,0,0,0,0,0,0,52.32,286,46865,3725.9108,72,14.176,576206,6.31
272,476,16-02-2021 00:00,16,16,2,2021,Tuesday,0.243,13183,1.535,1.269,15939,11.13,0,20.23,11.13,0.255,0,0,0,0,0,0,0,0,0,0,216,124,98.44,48,3033,32,164,0,0,0,0,0,0,90,0,0,0,0,0,0,0,1.3903,4609,99.966,0,0,37.2916,952,0,0,0,0,0,0,26.46,126,46871,1646.7245,132,11.385,559574,6.16
273,1199,02-03-2021 00:00,14,2,3,2021,Tuesday,0.022,0,0,0,0,0,0,0,0,1.637,0,0,0,0,0,0,0,0,0,0,378,148,98.82,75,6284,33,125,0,0,0,0,0,1.91,10697,204,2.62,49089,1288,7.14,2382,170,3.6975,440,85.9746,0.054,8,269.095,1705,0,0,0,0,0,0,47.12,565,73197,11496.6335,92,1.637,860496,6.54
